"Calendar Year","Object Identification Number","Oversight Agency","Operator Name","Status","Location Name","State","Borough","Postcode","Address Street","Full Location Address","Full Location Phone Number","Latitude","Longitude","Wireline Dwn","Wireline Up","WiFi Dwn","WiFi Up","Workstation Number","Target Population","Digital Literacy Support Staff","Mon Hours","Tue Hours","Wed Hours","Thu Hours","Fri Hours","Sat Hours","Sun Hours","Language Access","Wheelchair Accessible","Wheelchair Access Notes","Assistive Technology","Technology Related Courses","Productivity Tools (ex:  Using Word, Excel, Powerpoint, Adobe Acrobat, etc.)","Job Readiness (ex: resume help, job search, etc.)","Education (ex: personal growth, k-12 supports, reading research, etc.)","Creative Expression  (ex: making art, videos, blogs, websites, etc.)","Media and Entertainment (ex: consuming, producing, etc.)","Certifications (ex: in software, in housing, in professional areas, etc.)","Digital Literacy","Digital Media and Creativity","Telehealth Skills","Advanced Tech Skills","General Tech Help","Device Loaning","Device Loaned","Type of Device Available","Access Requirements","Access Notes","URL","Community District","Council District","BIN","BBL","Census Tract (2020)","Neighborhood Tabulation Area (NTA) (2020)","Location"
"2026","DFTAPCCEAS260","NYC Aging","Eastside House Settlement Inc.","Currently open","Melrose Older Adult Center","NY","Bronx","10455","372 East 152nd Street, Bronx, 10455, NY","372 East 152nd Street, Bronx, 10455, NY","(718) 665-2280","40.8182828","-73.9177493",,,,,"6","Older adults",,"9:00 AM - 3:00 PM","9:00 AM - 3:00 PM","9:00 AM - 3:00 PM","9:00 AM - 3:00 PM","9:00 AM - 12:00 PM","Closed","Closed","Spanish","Y",,"N","Y","N","N","N",,,"N",,"Y","N","N","N","Y","10","Desktop computers,Tablets,Printers","Y","Age 60+","https://www.eastsidehouse.org/programs/seniors/","201","17","2090413","2023980014","67","BX0102","POINT (-73.9177493 40.8182828)"
"2026","PARKS021","NYC Parks & Recreation","NYC Parks & Recreation","Currently open","Pelham Fritz Recreation Center","NY","Manhattan","10027","18 Mount Morris Park West, Manhattan, 10027, NY","18 Mount Morris Park West, Manhattan, 10027, NY","(212) 860-1373","40.8048593","-73.9449005",,,,,,"All NYC Residents",,,"10am-6pm","10am-6pm","10am-6pm","6pm-12am","8am-4pm","Closed","Interpreters available upon request","Y",,"Y","Y","N","N","N",,,"N",,"Y","N","N","N","N",,"Desktop computers","Y","All ages; Recreation Center membership required","https://www.nycgovparks.org/facilities/recreationcenters/M058/schedule#MediaLab","111","9","1083967","1017190001","198","MN1102","POINT (-73.9449005 40.8048593)"
"2026","NYPL047","New York Public Library (NYPL)","New York Public Library (NYPL)","Currently open","Morningside Heights Library","NY","Manhattan","10025","2900 Broadway, Manhattan, 10025, NY","2900 Broadway, Manhattan, 10025, NY","(212) 864-2530","40.8060839","-73.9647098",,,,,"18","All NYC Residents",,"10:00 AM - 6:00 PM","10:00 AM - 6:00 PM","10:00 AM - 6:00 PM","10:00 AM - 6:00 PM","10:00 AM - 6:00 PM","10:00 AM - 5:00 PM","Closed","Spanish,Chinese,Russian,Bengla,Haitian Creole,Arabic,Urdu,French,Polish","Y",,"Y","Y","N","Y","Y",,,"N",,"Y","Y","Y","Y","Y","38","Laptops,Desktop computers,Chromebooks","N",,"https://www.nypl.org/locations/morningside-heights","109","7","1057018","1018857501","199","MN0901","POINT (-73.9647098 40.8060839)"
"2026","BPL022","Brooklyn Public Library (BPL)","Brooklyn Public Library (BPL)","Currently open","East Flatbush Library","NY","Brooklyn","11212","9612 Church Ave, Brooklyn, 11212, NY","9612 Church Ave, Brooklyn, 11212, NY","(718) 922-0927","40.6556496","-73.9150768",,,,,"20","All NYC Residents",,"10:00AM - 6:00PM","1:00PM - 8:00PM","10:00AM - 6:00PM","10:00AM - 8:00 PM","10:00AM - 6:00PM","10:00AM - 5:00 PM","Closed",,"Y",,"Y","Y","N","N","N",,,"N",,"Y","N","N","Y","Y","6","Laptops,Desktop computers","N",,"https://www.bklynlibrary.org/locations/east-flatbush","317","42","3103597","3047170038","890","BK1704","POINT (-73.9150768 40.6556496)"
"2026","BPL052","Brooklyn Public Library (BPL)","Brooklyn Public Library (BPL)","Currently open","Sheepshead Bay Library","NY","Brooklyn","11235","2636 E. 14th St. at Ave. Z , Brooklyn, 11235, NY","2636 E. 14th St. at Ave. Z , Brooklyn, 11235, NY","(718) 368-1815","40.5870092","-73.9554345",,,,,"12","All NYC Residents",,"10:00AM - 6:00PM","1:00PM - 8:00PM","10:00AM - 6:00PM","10:00AM - 8:00 PM","10:00AM - 6:00PM","10:00AM - 5:00 PM","Closed","All languages through Language Line","Y",,"Y","Y","N","N","N",,,"N",,"Y","N","N","Y","N",,"Desktop computers","N",,"http://bklynlibrary.org/locations/sheepshead-bay","315","48","3204896","3074580020","606","BK1503","POINT (-73.9554345 40.5870092)"
"2026","DFTAPCCSTE400_0","NYC Aging","Fort Greene Council","Currently open","Maria Lawton Neighborhood Older Adult Center","NY","Brooklyn","11206","400 Hart Street, Brooklyn, 11206, NY","400 Hart Street, Brooklyn, 11206, NY","(718) 452-7474","40.6944294","-73.9346615",,,,,,"Older adults",,"8:30 AM - 4:00 PM","8:30 AM - 4:00 PM","8:30 AM - 4:00 PM","8:30 AM - 4:00 PM","8:30 AM - 4:00 PM","Closed","Closed",,,,,"Y","N","N","Y",,,"N",,"N","N","N","N","N",,,"Y","Age 60+","https://www.fortgreenecouncil.org/senior-centers/maria-lawton-older-adult-club-","303","36","3341752","3015950024","287","BK0302","POINT (-73.9346615 40.6944294)"
"2026","DYCDPCCSU422","Department of Youth and Community Development (DYCD)","SUNY Attain Lab","Currently open","Berry Cornerstone Community Center","NY","Staten Island","10306","211 Jefferson Street, Staten Island, 10306, NY","211 Jefferson Street, Staten Island, 10306, NY","(718) 682-1731","40.5869776","-74.1011872",,,,,"12","All NYC Residents",,"9:00 AM - 5:00 PM","9:00 AM - 5:00 PM","9:00 AM - 5:00 PM","9:00 AM - 5:00 PM","9:00 AM - 5:00 PM","Closed","Closed","Spanish,Russian","Y",,"Y","Y","N","Y","Y",,,"Y",,"N","N","N","N","N",,"Desktop computers,Wi-Fi hotspots,Headsets","Y",,"https://www.bhd.sunyattain.org/","502","50","5109569","5035320500","11401","SI0201","POINT (-74.1011872 40.5869776)"
"2026","DFTAPCCCAT121","NYC Aging","Catholic Charities of Staten Island (CCSI)","Currently open","Anderson Neighborhood Older Adult Center","NY","Staten Island","10302","121 Anderson Avenue, Staten Island, 10302, NY","121 Anderson Avenue, Staten Island, 10302, NY","718-448-5757 X2887","40.6348833","-74.1343091",,,,,"0","Older adults",,"7:00 AM - 3:00 PM","7:00 AM - 3:00 PM","7:00 AM - 3:00 PM","7:00 AM - 3:00 PM","7:00 AM - 3:00 PM","Closed","Closed",,"Y",,"N","N","N","N","N",,,"N",,"N","N","N","N","Y","12","Laptops,Headsets,Tablets","Y","60+ years/ membership required for programming and services","https://cc-si.org/programs/","501","49",,,"20702","SI0106","POINT (-74.1343091 40.6348833)"
"2026","DFTAPCCRIS789","NYC Aging","Presbyterian Senior Services","Currently open","PSS Manhattanville Center","NY","Manhattan","10027","530 West 133rd Street , Manhattan, 10027, NY","530 West 133rd Street , Manhattan, 10027, NY","(212) 862-5562","40.8179313","-73.9548366",,,,,"5","Older adults",,"8:00 AM - 4:00 PM","8:00 AM - 4:00 PM","8:00 AM - 4:00 PM","8:00 AM - 4:00 PM","8:00 AM - 4:00 PM","Closed","Closed","Spanish","Y",,,"Y","N","Y","N",,,"N",,"Y","N","N","N","Y","15","Laptops,Desktop computers,Tablets,Cameras,Wi-Fi hotspots","Y","Age 60+","http://pssusa.org","109","7","1084130","1019840001","219","MN0902","POINT (-73.9548366 40.8179313)"
"2026","DYCDPCCTH739","Department of Youth and Community Development (DYCD)","The Child Center of New York","Currently open","Redfern Cornerstone  Community Center","NY","Queens","11691","1544 Hassock Street, Queens, 11691, NY","1544 Hassock Street, Queens, 11691, NY","(718) 471-2061","40.6090879","-73.7529084",,,,,,"All NYC Residents",,"2:30 PM - 10:00 PM","2:#0 PM - 10:00 PM","2:#0 PM - 10:00 PM","2:#0 PM - 10:00 PM","2:#0 PM - 10:00 PM","Closed","Closed",,,,,"Y","N","Y","Y",,,"N",,"Y","N","N","N","N",,,,,"http://childcenterny.org","414","31","4449685","4155010002","103201","QN1401","POINT (-73.7529084 40.6090879)"
"2026","NYPL051","New York Public Library (NYPL)","New York Public Library (NYPL)","Currently open","Mott Haven Library","NY","Bronx","10454","321 East 140th Street, Bronx, 10454, NY","321 East 140th Street, Bronx, 10454, NY","(718) 665-4878","40.8115937","-73.9243629",,,,,"28","All NYC Residents",,"10:00 AM - 7:00 PM","10:00 AM - 7:00 PM","10:00 AM - 7:00 PM","10:00 AM - 7:00 PM","10:00 AM - 5:00 PM","10:00 AM - 5:00 PM","Closed","Spanish,Chinese,Russian,Bengla,Haitian Creole,Arabic,Urdu,French,Polish","Y",,"Y","Y","N","Y","Y",,,"N",,"Y","Y","Y","Y","Y","8","Laptops,Desktop computers,Chromebooks","N",,"https://www.nypl.org/locations/mott-haven","201","8","2000744","2023150018","39","BX0101","POINT (-73.9243629 40.8115937)"
"2026","NYPL089","New York Public Library (NYPL)","New York Public Library (NYPL)","Currently open","Westchester Square Library","NY","Bronx","10461","2521 Glebe Avenue, Bronx, 10461, NY","2521 Glebe Avenue, Bronx, 10461, NY","(718) 863-0436","40.8409356","-73.8467724",,,,,"11","All NYC Residents",,"11:00 AM - 7:00 PM","10:00 AM - 6:00 PM","11:00 AM - 7:00 PM","10:00 AM - 6:00 PM","Closed","10:00 AM - 5:00 PM","Closed","Spanish,Chinese,Russian,Bengla,Haitian Creole,Arabic,Urdu,French,Polish","Y",,"Y","Y","N","Y","Y",,,"N",,"Y","Y","Y","Y","Y","19","Laptops,Desktop computers,Chromebooks","N",,"https://www.nypl.org/locations/westchester-square","210","18","2041911","2039860034","200","BX1001","POINT (-73.8467724 40.8409356)"
"2026","QPL063","Queens Public Library (QPL)","Queens Public Library (QPL)","Currently open","Whitestone Library","NY","Queens","11357","151-10 14th Road, Queens, 11357, NY","151-10 14th Road, Queens, 11357, NY","(718) 767-8010","40.7886117","-73.8106143",,,,,"9","All NYC Residents",,"10am - 6pm","1pm - 6pm","10am - 6pm","12pm - 8pm","10am - 6pm","10am - 5pm","Closed","All languages through Language Line",,,"Y","Y","N","N","N",,,"N",,"N","N","N","Y","Y","5","Tablets,Desktop computers","N",,"https://www.queenslibrary.org/about-us/locations/whitestone","407","19","4107201","4047170025","987","QN0702","POINT (-73.8106143 40.7886117)"
"2026","DFTAPCCAME673","NYC Aging","The America-Italian of Organizations Inc (AMICO)","Currently open","Amico 59th St Neighborhood Senior Citizens Center","NY","Brooklyn","11219","5901 13th Avenue, Brooklyn, 11219, NY","5901 13th Avenue, Brooklyn, 11219, NY","(718) 972-1558","40.6291222","-73.9978323",,,,,"6","Older adults",,"10:00 AM - 6:00 PM","10:00 AM - 6:00 PM","10:00 AM - 6:00 PM","10:00 AM - 6:00 PM","10:00 AM - 6:00 PM","10:00 AM - 6:00 PM","Closed","Chinese","Y",,"N","Y","N","N","N",,,"N",,"Y","N","N","N","N",,"Desktop computers","Y","age 60 and membesrhip for center","http://amicoinc.org","312","44","3141065","3057120001","192","BK1202","POINT (-73.9978323 40.6291222)"
"2026","DFTAPCCCOM288","NYC Aging","Rochdale Village Social Services Inc.","Currently open","Rochdale Older Adult Center","NY","Queens","11434","169-65 137th Avenue, Queens, 11434, NY","169-65 137th Avenue, Queens, 11434, NY","(718) 525-2800 x102","40.6729465","-73.7705386",,,,,"10","Older adults",,"9:00 AM - 5:00 PM","9:00 AM - 5:00 PM","9:00 AM - 5:00 PM","9:00 AM - 5:00 PM","9:00 AM - 5:00 PM","Closed","Closed",,"Y",,"N","Y","N","N","N",,,"N",,"Y","N","N","N","N",,"Desktop computers","Y","Age 60+","http://rvsocialservices.org","412","28","4436348","4124950002","33405","QN1204","POINT (-73.7705386 40.6729465)"
"2026","DFTAPCCOLD116","NYC Aging","Older Adults Technology Services","Currently open","William Hodson Older Adult Center","NY","Bronx","10456","1320 Webster Avenue, Bronx, 10456, NY","1320 Webster Avenue, Bronx, 10456, NY","(718) 538-1515","40.8341388","-73.9081619",,,,,"15","Older adults",,"8:00 AM - 4:00 PM","8:00 AM - 4:00 PM","8:00 AM - 4:00 PM","8:00 AM - 4:00 PM","8:00 AM - 4:00 PM","Closed","Closed","Spanish,French,Chinese","Y","Yes and it is located at 1320 Webster Avenue Bronx, New York 10456.","N","Y","N","N","N",,,"N",,"Y","N","N","N","Y","15","Desktop computers,Printers","Y","Age 60+","https://dftavirtualprogramfinder.cityofnewyork.us/providers/william-hodson-older-adult-center-252","203","16","2092074","2028940001","14701","BX0302","POINT (-73.9081619 40.8341388)"
"2026","NYPL032","New York Public Library (NYPL)","New York Public Library (NYPL)","Currently open","Hamilton Grange Library","NY","Manhattan","10031","503 West 145th Street, Manhattan, 10031, NY","503 West 145th Street, Manhattan, 10031, NY","(212) 926-2147","40.8256848","-73.9480598",,,,,"30","All NYC Residents",,"10:00 AM - 7:00 PM","10:00 AM - 7:00 PM","10:00 AM - 7:00 PM","10:00 AM - 7:00 PM","11:00 AM - 6:00 PM","11:00 AM - 5:00 PM","Closed","Spanish,Chinese,Russian,Bengla,Haitian Creole,Arabic,Urdu,French,Polish","Y",,"Y","Y","N","Y","Y",,,"N",,"Y","Y","Y","Y","Y","39","Laptops,Desktop computers,Chromebooks","N",,"https://www.nypl.org/locations/hamilton-grange","109","7","1061938","1020770026","229","MN0903","POINT (-73.9480598 40.8256848)"
"2026","DFTAPCCRIS363","NYC Aging","RiseBoro Community Partnership","Currently open","Roundtable Older Adult Center","NY","Brooklyn","11221","1175 Gates Avenue, Brooklyn, 11221, NY","1175 Gates Avenue, Brooklyn, 11221, NY","(718)-443-1903","40.6917897","-73.9201765",,,,,"0","Older adults",,"9:00 AM - 5:00 PM","9:00 AM - 5:00 PM","9:00 AM - 5:00 PM","9:00 AM - 5:00 PM","9:00 AM - 5:00 PM","Closed","9:00 AM - 5:00 PM",,"Y",,"N","Y","N","N","N",,,"N",,"Y","N","N","N","N",,"Desktop computers,Laptops,Printers","N",,"http://www.riseboro.org","304","37","3076253","3033310025","399","BK0402","POINT (-73.9201765 40.6917897)"
"2026","DFTAPCCUNI684","NYC Aging","Regional Aid For Interim Needs Inc.","Currently open","Eastchester Older Adult Center","NY","Bronx","10469","1246 Burke Avenue, Bronx, 10469, NY","1246 Burke Avenue, Bronx, 10469, NY","(718) 882-8513","40.8706382","-73.8512455",,,,,,"Older adults",,"8:00 AM - 4:00 PM","8:00 AM - 4:00 PM","8:00 AM - 4:00 PM","8:00 AM - 4:00 PM","8:00 AM - 4:00 PM","Closed","Closed",,"Y",,,"N","N","N","N",,,"N",,"N","N","N","N","N",,,"Y","Age 60+","http://raininc.org","211","12","2093501","2045810001","348","BX1103","POINT (-73.8512455 40.8706382)"
"2026","DFTAPCCBRO339","NYC Aging","Brooklyn Section National Council Of Jewish Women Inc.","Currently open","Council Center For Senior Citizens Nsc","NY","Brooklyn","11223","1001 Quentin Road, Brooklyn, 11223, NY","1001 Quentin Road, Brooklyn, 11223, NY","(718) 627-7680","40.6080335","-73.9628261",,,,,"6","Older adults",,"8:30 AM - 4:30 PM","8:30 AM - 4:30 PM","8:30 AM - 4:30 PM","8:30 AM - 4:30 PM","8:30 AM - 4:30 PM","Closed","Closed","Spanish,Chinese,Russian","Y",,"Y","Y","N","N","Y",,,"N",,"Y","N","N","N","N",,"Desktop computers,Laptops,Microphones,Headsets,Printers","Y","Must be 60 or older and be a member of Council Center.","http://councilcenteroac.org","315","44","3176314","3066420045","420","BK1501","POINT (-73.9628261 40.6080335)"
"2026","NYPL019","New York Public Library (NYPL)","New York Public Library (NYPL)","Currently open","Columbus Library","NY","Manhattan","10019","742 10th Avenue, Manhattan, 10019, NY","742 10th Avenue, Manhattan, 10019, NY","(212) 586-5098","40.7649527","-73.9912283",,,,,"33","All NYC Residents",,"10:00 AM - 7:00 PM","10:00 AM - 7:00 PM","10:00 AM - 7:00 PM","10:00 AM - 7:00 PM","10:00 AM - 5:00 PM","10:00 AM - 5:00 PM","Closed","Spanish,Chinese,Russian,Bengla,Haitian Creole,Arabic,Urdu,French,Polish","Y",,"Y","Y","N","Y","Y",,,"N",,"Y","Y","Y","Y","Y","10","Laptops,Desktop computers,Chromebooks","N",,"https://www.nypl.org/locations/columbus","104","3","1026706","1010600063","133","MN0402","POINT (-73.9912283 40.7649527)"
"2026","NYPL061","New York Public Library (NYPL)","New York Public Library (NYPL)","Temporarily closed","Richmondtown Library","NY","Staten Island","10306","200 Clarke Avenue, Staten Island, 10306, NY","200 Clarke Avenue, Staten Island, 10306, NY","(718) 668-0413","40.5665795","-74.13868",,,,,"29","All NYC Residents",,"Closed - Closed","Closed - Closed","Closed - Closed","Closed - Closed","Closed - Closed","Closed - Closed","Closed","Spanish,Chinese,Russian,Bengla,Haitian Creole,Arabic,Urdu,French,Polish","Y",,"Y","Y","N","Y","Y",,,"N",,"Y","Y","Y","Y","Y","16","Laptops","N",,"https://www.nypl.org/locations/richmondtown","503","50","5060744","5044700001","14606","SI0302","POINT (-74.13868 40.5665795)"
"2026","DYCDPCCCH871","Department of Youth and Community Development (DYCD)","Children's Aid Society Inc.","Currently open","Children's Aid Society Frederick Douglass Children's Center","NY","Manhattan","10025","885 Columbus Avenue, Manhattan, 10025, NY","885 Columbus Avenue, Manhattan, 10025, NY","(212) 865-6338","40.7972315","-73.9636304",,,,,,"All NYC Residents",,"8:00 AM - 7:00 PM","8:00 AM - 7:00 PM","8:00 AM - 7:00 PM","8:00 AM - 7:00 PM","8:00 AM - 7:00 PM","Closed","Closed",,,,,"Y","N","Y","Y",,,"N",,"Y","N","N","N","N",,,,,"http://childrensaidnyc.org","107","7","1081301","1018360001","189","MN0703","POINT (-73.9636304 40.7972315)"
"2026","DYCDPCCSU312","Department of Youth and Community Development (DYCD)","Sunnyside Community Services Inc.","Currently open","Woodside Cornerstone Community Center","NY","Queens","11377","50-19 Broadway, Queens, 11377, NY","50-19 Broadway, Queens, 11377, NY","(718) 312-2570","40.7551885","-73.9104761",,,,,,"All NYC Residents",,"2:30 PM - 10:00 PM","2:30 PM - 10:00 PM","2:30 PM - 10:00 PM","2:30 PM - 10:00 PM","2:30 PM - 10:00 PM","10:00 AM - 5:00 PM","Closed",,,,,"Y","N","Y","Y",,,"N",,"Y","N","N","N","N",,,,,"http://scsny.org","401","26","4431001","4007380050","163","QN0104","POINT (-73.9104761 40.7551885)"
"2026","QPL034","Queens Public Library (QPL)","Queens Public Library (QPL)","Currently open","Lefferts Library","NY","Queens","11419","103-34 Lefferts Boulevard, Queens, 11419, NY","103-34 Lefferts Boulevard, Queens, 11419, NY","(718) 843-5950","40.6869147","-73.824833",,,,,"15","All NYC Residents",,"10am - 6pm","1pm - 6pm","10am - 6pm","12pm - 8pm","10am - 6pm","10am - 5pm","Closed","All languages through Language Line",,,"Y","Y","N","N","N",,,"N",,"N","N","N","Y","Y","20","Laptops,Tablets,Desktop computers","N",,"https://www.queenslibrary.org/about-us/locations/lefferts","410","29","4203685","4095560020","106","QN1001","POINT (-73.824833 40.6869147)"
"2026","NYPL012","New York Public Library (NYPL)","New York Public Library (NYPL)","Currently open","Bloomingdale Library","NY","Manhattan","10025","150 West 100th Street, Manhattan, 10025, NY","150 West 100th Street, Manhattan, 10025, NY","(212) 222-8030","40.7958544","-73.9675932",,,,,"25","All NYC Residents",,"10:00 AM - 7:00 PM","10:00 AM - 7:00 PM","11:00 AM - 7:00 PM","11:00 AM - 7:00 PM","10:00 AM - 5:00 PM","10:00 AM - 5:00 PM","Closed","Spanish,Chinese,Russian,Bengla,Haitian Creole,Arabic,Urdu,French,Polish","Y",,"Y","Y","N","Y","Y",,,"N",,"Y","Y","Y","Y","Y","16","Laptops,Desktop computers,Chromebooks","N",,"https://www.nypl.org/locations/bloomingdale","107","7","1055906","1018520049","185","MN0703","POINT (-73.9675932 40.7958544)"
"2026","DFTAPCCREG663","NYC Aging","The Carter Burden Network","Currently open","Leonard Covello Older Adult Center","NY","Manhattan","10029","312 East 109 Street, Manhattan, 10029, NY","312 East 109 Street, Manhattan, 10029, NY","(212) 423-9665","40.7920666","-73.9404357",,,,,"4","Older adults",,"9:00 AM - 5:00 PM","9:00 AM - 5:00 PM","9:00 AM - 5:00 PM","9:00 AM - 5:00 PM","9:00 AM - 5:00 PM","Closed","Closed","Spanish,Chinese","Y",,"N","Y","N","Y","Y",,,"Y",,"Y","N","N","N","N",,"Desktop computers,Laptops","Y","Age 60+","https://www.carterburdennetwork.org/covello","111","8","1074278","1016800045","170","MN1101","POINT (-73.9404357 40.7920666)"
"2026","QPL019","Queens Public Library (QPL)","Queens Public Library (QPL)","Currently open","Far Rockaway Library","NY","Queens","11691","1003 Beach 20th Street, Queens, 11691, NY","1003 Beach 20th Street, Queens, 11691, NY","(718) 327-2549","40.6025246","-73.7535418",,,,,"32","All NYC Residents",,"10am - 6pm","1pm - 6pm","10am - 6pm","12pm - 8pm","10am - 6pm","10am - 5pm","12pm - 5pm",,,,"Y","Y","N","Y","N",,,"N",,"N","N","N","Y","Y","42","Laptops,Tablets,Desktop computers","N",,"https://www.queenslibrary.org/about-us/locations/far-rockaway","414","31","4000000","4157040001","100803","QN1401","POINT (-73.7535418 40.6025246)"
"2026","DFTAPCCBRO143","NYC Aging","Brooks Memorial United Methodist Church","Currently open","Brooks Senior Center","NY","Queens","11435","143-22 109th Avenue, Queens, 11435, NY","143-22 109th Avenue, Queens, 11435, NY","(718)-291-3935","40.6884039","-73.8030318",,,,,"32","Older adults",,"8.30AM to 4.30PM","8.30AM to 4.30PM","8.30AM to 4.30PM","8.30AM to 4.30PM","8.30AM to 4.30PM","Closed","Closed","Spanish,French",,,"N","N","N","N","N",,,"N",,"N","N","N","N","Y","10","Laptops,Microphones,Tablets,Wi-Fi hotspots,Printers","Y","Age 60 and up","https://www.facebook.com/brooksseniorcenter/","412","28","4257866","4119330001","196","QN1202","POINT (-73.8030318 40.6884039)"
"2026","DFTAPCCWAY461","NYC Aging","Wayside Outreach Development Inc.","Currently open","Rosetta Gaston Older Adult Center","NY","Brooklyn","11212","461 Dumont Avenue, Brooklyn, 11212, NY","461 Dumont Avenue, Brooklyn, 11212, NY","(718)-345-5665","40.665455","-73.9021414",,,,,"3","Older adults",,"9:00 AM - 5:00 PM","9:00 AM - 5:00 PM","9:00 AM - 5:00 PM","9:00 AM - 5:00 PM","9:00 AM - 5:00 PM","Closed","Closed",,"Y","All entrances are wheelchair accessible.","Y","Y","N","N","N",,,"N",,"N","N","Y","Y","Y","3","Desktop computers,Printers,Microphones","N",,"https://wordnyc.org/centers/","316","42","3084427","3037800044","910","BK1602","POINT (-73.9021414 40.665455)"
"2026","DFTAPCCREG539","NYC Aging","Regional Aid For Interim Needs Inc.","Currently open","Boston Secor Older Adult Center","NY","Bronx","10475","3540 Bivona Street, Bronx, 10475, NY","3540 Bivona Street, Bronx, 10475, NY","(718)-671-8550","40.8833181","-73.8316598",,,,,"8","Older adults",,"8:00 AM - 4:00 PM","8:00 AM - 4:00 PM","8:00 AM - 4:00 PM","8:00 AM - 4:00 PM","8:00 AM - 4:00 PM","Closed","Closed","Spanish,Chinese","Y","In front of the building.","N","N","N","N","N",,,"N",,"N","N","N","N","N",,"Desktop computers","N",,"https://www.raininc.org/locations/","212","12","2093877","2052630070","46209","BX1202","POINT (-73.8316598 40.8833181)"
"2026","DYCDPCCRE546","Department of Youth and Community Development (DYCD)","Research Foundation of CUNY","Currently open","Tilden  Cornerstone Community Center","NY","Brooklyn","11212","630 Mother Gaston Boulevard, Brooklyn, 11212, NY","630 Mother Gaston Boulevard, Brooklyn, 11212, NY","(718) 495-0910","40.6634803","-73.9056933",,,,,,"All NYC Residents",,"9:00 AM - 10:00 PM","9:00 AM - 10:00 PM","9:00 AM - 10:00 PM","9:00 AM - 10:00 PM","9:00 AM - 10:00 PM","9:00 AM - 10:00 PM","9:00 AM - 10:00 PM",,,,,"Y","N","Y","Y",,,"N",,"Y","N","N","N","N",,,,,"http://mec.cuny.edu","316","41","3326549","3035760001","912","BK1602","POINT (-73.9056933 40.6634803)"
"2026","DYCDPCCEA775","Department of Youth and Community Development (DYCD)","Eastside House Settlement Inc.","Currently open","Mill Brook Community Center","NY","Bronx","10454","201 St. Ann's Avenue, Bronx, 10454, NY","201 St. Ann's Avenue, Bronx, 10454, NY","(718) 585-1254","40.805941","-73.9186145",,,,,,"All NYC Residents",,"3:00 PM - 10:00 PM","3:00 PM - 10:00 PM","3:00 PM - 10:00 PM","3:00 PM - 10:00 PM","3:00 PM - 10:00 PM","10:00 AM - 10:00 PM","Closed",,,,,"Y","N","Y","Y",,,"N",,"Y","N","N","N","N",,,,,"http://eastsidehouse.org","201","8","2090986","2022630019","25","BX0101","POINT (-73.9186145 40.805941)"
"2026","BPL012","Brooklyn Public Library (BPL)","Brooklyn Public Library (BPL)","Temporarily closed","Carroll Gardens Library","NY","Brooklyn","11231","396 Clinton St. , Brooklyn, 11231, NY","396 Clinton St. , Brooklyn, 11231, NY","(718) 596-6972","40.6831962","-73.998016",,,,,"17","All NYC Residents",,"10:00AM - 6:00PM","1:00PM - 8:00PM","10:00AM - 6:00PM","10:00AM - 8:00 PM","10:00AM - 6:00PM","10:00AM - 5:00 PM","Closed","All languages through Language Line","Y",,"Y","N","N","N","N",,,"N",,"N","N","N","N","N",,"Desktop computers",,,"Carroll Gardens Library | Brooklyn Public Library (http://bklynlibrary.org)","306","39","3004336","3003380033","67","BK0601","POINT (-73.998016 40.6831962)"
"2026","PARKS006","NYC Parks & Recreation","NYC Parks & Recreation","Currently open","Detective Keith Williams Recreation Center","NY","Queens","11433","106-16 173rd Street, Queens, 11433, NY","106-16 173rd Street, Queens, 11433, NY","(718) 523-6912","40.7016128","-73.7831781",,,,,"8","All NYC Residents",,"12pm-6pm","12pm-6pm","12pm-6pm","12pm-6pm","6pm-12am",,"Closed","Interpreters available upon request","Y",,"Y","Y","N","N","N",,,"N",,"Y","N","N","N","N",,"Desktop computers","Y","All ages; Recreation Center membership required","https://www.nycgovparks.org/parks/detective-keith-l-williams-park-liberty-park/","412","27","4526154","4102310001","440","QN1202","POINT (-73.7831781 40.7016128)"
"2026","DFTAPCCSAG449","NYC Aging","Fort Greene Council","Currently open","Blenman Older Adult Center","NY","Brooklyn","11203","720 East Manhattan, Brooklyn, 11203, NY","720 East Manhattan, Brooklyn, 11203, NY","(718) 773-7400","40.6515882","-73.9330429",,,,,"10","Older adults",,"8:00 AM - 4:00 PM","8:00 AM - 4:00 PM","8:00 AM - 4:00 PM","8:00 AM - 4:00 PM","8:00 AM - 4:00 PM","Closed","Closed",,,,,"Y","N","N","Y",,,"N",,"Y","N","N","N","Y","5","Tablets,Desktop computers","Y","Age 60+","http://fortgreenecouncil.org",,,,,,,"POINT (-73.9330429 40.6515882)"
"2026","NYPL085","New York Public Library (NYPL)","New York Public Library (NYPL)","Currently open","Washington Heights Library","NY","Manhattan","10032","1000 St. Nicholas Avenue, Manhattan, 10032, NY","1000 St. Nicholas Avenue, Manhattan, 10032, NY","(212) 923-6054","40.8345149","-73.939702",,,,,"68","All NYC Residents",,"10:00 AM - 7:00 PM","10:00 AM - 7:00 PM","10:00 AM - 7:00 PM","10:00 AM - 7:00 PM","10:00 AM - 5:00 PM","10:00 AM - 5:00 PM","Closed","Spanish,Chinese,Russian,Bengla,Haitian Creole,Arabic,Urdu,French,Polish","Y",,"Y","Y","N","Y","Y",,,"N",,"Y","Y","Y","Y","Y","16","Laptops,Desktop computers,Chromebooks","N",,"https://www.nypl.org/locations/washington-heights","112","10","1062551","1021090055","24301","MN1201","POINT (-73.939702 40.8345149)"
